"Parasite.species","hosts_missing_tax_lcdb","hosts_missing_tax_comb","hsi_lcdb","var.hsi_lcdb","hsi_comb","var.hsi_comb"
"Echinococcus felidis",0,0,3.66666666666667,0.222222222222222,3.66666666666667,0.222222222222222
"Echinococcus granulosus",0,3,3.6,0.712727272727273,3.62821350762527,0.627678943521248
"Echinococcus intermedius",0,0,3.53333333333333,0.382222222222222,3.53333333333333,0.382222222222222
"Echinococcus multilocularis",0,8,3.15238095238095,1.21487528344671,3.39208410636982,0.637859416550114
"Echinococcus oligarthrus",0,0,3.41025641025641,0.882971729125575,3.3731884057971,0.915078239865574
"Echinococcus ortleppi",0,0,3.53333333333333,0.782222222222222,3.53333333333333,0.782222222222222
"Echinococcus shiquicus",0,0,3.33333333333333,0.888888888888889,3.33333333333333,0.888888888888889
"Echinococcus vogeli",0,0,3.7,0.41,3.45751633986928,0.47041736084412
"Echinocotyle clanguli",0,0,4.33333333333333,5.55555555555555,4.33333333333333,5.55555555555555
"Echinocotyle clerci",0,1,4.33333333333333,5.55555555555555,4.33333333333333,4.01709401709402
"Echinocotyle druzniensis",0,0,3.9047619047619,3.99092970521542,3.9047619047619,3.99092970521542
"Echinocotyle rosseteri",1,3,4.41025641025641,4.57527942143327,4.9009009009009,3.05324243162081
"Echinorhynchus borealis",0,1,4.91666666666667,1.24305555555556,4.65591397849462,1.98483061625621
"Echinorhynchus bothniensis",0,0,4.07142857142857,1.85204081632653,4.14736842105263,1.51512465373961
"Echinorhynchus gadi",0,0,4.59340659340659,2.68083564786861,4.14196551359357,1.02840180691394
"Echinorhynchus lageniformis",1,1,2,0,2,0
"Echinorhynchus leidyi",0,0,6,0,3.52747252747253,2.18331119430021
"Echinorhynchus salmonis",0,0,3.85770750988142,2.88884375634676,4.0328317373461,1.42163069535389
"Echinorhynchus sp.",0,3,6,0,4.07013442431327,0.905659771526831
"Echinorhynchus truttae",0,0,4.4,3.84,4.18840579710145,1.95001050199538
"Echinuria uncinata",0,3,4.64912280701754,2.69559864573715,3.9727463312369,3.04537883083036
"Elaphostrongylus alces",0,0,4.83333333333333,2.80555555555556,4.9,2.09
"Elaphostrongylus cervi",2,2,3.70175438596491,2.27947060634041,4.52651515151515,2.44247876492195
"Elaphostrongylus rangiferi",1,1,4.7,2.61,4.50909090909091,2.83173553719008
"Enterobius vermicularis",0,0,1,NA,3.5,2.32142857142857
"Epomidiostomum uncinatum",0,3,2,2,2.276955602537,0.927523924033094
"Equinia mamillana",0,0,3.42857142857143,2.60204081632653,3.42857142857143,2.60204081632653
"Eubothrium crassum",0,1,3.94871794871795,3.35634451019066,3.57474747474747,2.09289766350372
"Eubothrium rugosum",0,0,4.13333333333333,4.38222222222222,4.60714285714286,3.16709183673469
"Eubothrium salvelini",0,0,4.16339869281046,3.96676491947542,3.54487179487179,3.33516600920447
"Eucoleus aerophilus",1,1,4.22222222222222,3.50617283950617,3.75735294117647,2.69847534602076
"Eucoleus annulatus",0,0,4.28571428571429,3.91836734693878,3.57894736842105,2.64376731301939
"Eucoleus contortus",0,3,3.68131868131868,1.71162903031035,3.63514428939168,0.679642808742961
"Eucoleus frugilegi",0,0,4.5,4.58333333333333,4.5,4.58333333333333
"Eurycestus avoceti",0,0,4.2,4.96,4.21428571428571,4.45408163265306
"Eustrongylides excisus",0,0,4.59649122807018,1.46875961834411,4.45644599303136,1.15402639342471
"Eustrongylides ignotus",0,1,4.28676470588235,1.32217776816609,4.57995337995338,0.985798599225173
"Eustrongylides tubifex",0,0,4.36842105263158,2.0104647583872,4.51111111111111,0.951463844797178
"Fessisentis fessus",0,0,5.16666666666667,2.13888888888889,5.1,1.89
"Fessisentis friedi",0,2,5.33333333333333,0.888888888888889,4.93333333333333,0.728888888888889
"Fessisentis necturorum",0,0,4.2,2.16,3.93333333333333,2.19555555555556
"Filaroides hirthi",0,0,1,NA,1,NA
"Filaroides martis",1,2,4.87912087912088,1.62275087549813,4.39130434782609,2.48456206679269
"Filicollis anatis",0,0,3.86666666666667,2.91555555555556,3.59784946236559,2.24042548271476
"Fimbriaria fasciolaris",0,8,4.65210084033613,3.63190735117576,4.59436515748031,3.04252238240805
"Fimbriarioides intermedia",0,0,4.57142857142857,2.88775510204082,4.66666666666667,3.14529914529915
"Fimbriarioides tadornae",0,0,3.5,6.25,3.5,6.25
"Flamingolepis dolguschini",1,1,5,2,5,1.6
"Flamingolepis flamingo",0,0,4.33333333333333,5.55555555555555,4,6
"Flamingolepis liguloides",0,0,4.33333333333333,5.55555555555555,3.96428571428571,5.17729591836735
"Flamingolepis tengizi",1,1,5,2,5.16666666666667,1.13888888888889
"Gallegostrongylus australis",0,0,4.29090909090909,3.80628099173554,4.29090909090909,3.80628099173554
"Gangesia parasiluri",0,0,4.66666666666667,2.22222222222222,4.04761904761905,2.61678004535147
"Gastrotaenia paracygni",0,0,6,0,4.66666666666667,3.55555555555556
"Geopetitia aspiculata",1,3,3.92982456140351,1.95998768851954,3.84,2.00516923076923
"Glaridacris catostomi",1,1,3.67857142857143,4.07525510204082,4.25,3.73161764705882
"Glaridacris confusa",0,0,4.06666666666667,4.32888888888889,4.27272727272727,3.90743801652893
"Glaridacris vogei",0,0,4.13333333333333,5.31555555555556,4.13333333333333,5.31555555555556
"Glossocercus auritus",0,0,3.67272727272727,2.6201652892562,3.67272727272727,2.6201652892562
"Glossocercus caribaensis",0,0,3.6025641025641,2.47024983563445,3.54945054945055,2.42337881898321
"Glossocercus cyprinodontis",0,0,3.2,1.89333333333333,3.2,1.89333333333333
"Gnathostoma binucleatum",1,1,4.83862433862434,1.87078329274096,4.8453781512605,1.55592401666549
"Gnathostoma doloresi",0,0,4.78421052631579,2.19027700831025,4.89173789173789,1.76035908799442
"Gnathostoma hispidum",0,0,4.92741935483871,1.71247398543184,4.93358395989975,1.15849617778783
"Gnathostoma lamothei",2,2,4.85454545454545,0.924297520661157,4.85454545454545,0.924297520661157
"Gnathostoma nipponicum",1,1,4.96536796536797,1.60053222390885,4.94581280788177,1.28277803392463
"Gnathostoma procyonis",0,0,4.72380952380952,1.57133786848073,4.84313725490196,1.20415224913495
"Gnathostoma spinigerum",1,3,4.79647218453189,0.736504967453346,4.76445136725511,0.705506803536552
"Gnathostoma turgidum",3,3,5.11111111111111,1.15432098765432,4.90909090909091,1.50082644628099
"Gnathostoma vietnamicum",1,1,1,NA,6,0
"Goezia ascaroides",0,1,4.05555555555556,1.66358024691358,4.02564102564103,1.17882971729126
"Golvanacanthus blennii",0,1,4.07142857142857,1.85204081632653,4.07142857142857,1.85204081632653
"Gongylonema brevispiculum",0,0,5.33333333333333,0.888888888888889,3.16666666666667,3.08333333333333
"Gongylonema congolense",0,0,4.4,2.04,4.26666666666667,1.92888888888889
"Gongylonema dupuisi",0,0,6,0,6,0
"Gongylonema ingluvicola",0,0,4.66666666666667,2.6984126984127,4.72222222222222,2.36728395061728
"Gongylonema mucronatum",0,1,6,0,3.83333333333333,4.80555555555556
"Gongylonema neoplasticum",0,0,4.86111111111111,1.95293209876543,3.72666666666667,3.04528888888889
"Gongylonema problematicum",0,4,4.83333333333333,3.47222222222222,4.17582417582418,4.21084410095399
"Gongylonema pulchrum",3,15,4.18371212121212,3.0363256140955,4.21251608751609,3.15673523944518
"Gongylonema soricis",0,0,4.33333333333333,5.55555555555555,3.3,5.01
"Graphidium strigosum",0,0,1.66666666666667,0.222222222222222,2.71428571428571,1.72789115646258
"Grillotia erinaceus",0,3,4.58620689655172,1.41005605571598,4.32546031746032,0.747535899218947
"Gynandrotaenia stammeri",1,1,4.33333333333333,5.55555555555555,4,6
"Gyrinicola batrachiensis",5,5,2.33333333333333,0.888888888888889,2.5,0.583333333333333
"Hadjelia truncata",0,0,4.67857142857143,2.8609693877551,4.72727272727273,1.9862258953168
"Haemonchus contortus",0,1,2.4,0.24,2.78894230769231,0.678050804363905
"Haemonchus placei",0,0,2,0,2.5,0.301282051282051
"Hammerschmidtiella diesingi",0,0,1,NA,1,NA
"Haplobothrium globuliforme",0,0,4.66666666666667,0.888888888888889,4.66666666666667,0.888888888888889
"Hartertia gallinarum",0,0,6,0,3.83333333333333,4.80555555555556
"Hartertia obesa",0,0,6,0,3.5,4.25
"Hassalstrongylus musculi",0,0,1,NA,1.8,0.96
"Hedruris androphora",0,2,4.09523809523809,1.89569160997732,4.52777777777778,1.41589506172839
"Hedruris ijimai",0,0,3.2,4.02666666666667,3.2,4.02666666666667
"Hedruris spinigera",0,0,4.57142857142857,0.816326530612245,3.98717948717949,1.52547666009204
"Hedruris suttonae",0,0,4.33333333333333,5.55555555555555,4.33333333333333,5.55555555555555
"Heligmosomoides kurilensis",0,0,2,0,1.4,0.24
"Heligmosomoides laevis",0,3,1,NA,1.96190476190476,0.5318820861678
"Heligmosomoides polygyrus",0,2,2.33333333333333,0.555555555555556,2.49621212121212,0.704531106519743
"Heligmosomum mixtum",0,0,1.66666666666667,0.222222222222222,2.22727272727273,0.599862258953168
"Hepatojarakus malayae",0,0,1,0,1,0
"Heterakis gallinarum",0,1,4.53571428571429,2.82015306122449,3.35265700483092,2.00220308525286
"Heterakis spumosa",0,0,4.4,4.04,2.98790322580645,1.8466278616025
"Hexaglandula corynosoma",0,0,4.66666666666667,3.55555555555556,4.66666666666667,3.55555555555556
"Hexametra angusticaecoides",0,0,3.76470588235294,2.92502883506344,3.76470588235294,2.92502883506344
"Hexametra boddaertii",0,0,3.13186813186813,0.7738195870064,3.08333333333333,0.743055555555556
"Hexametra quadricornis",0,0,3.52901484480432,1.42594626293753,3.3657616892911,1.28929530972384
"Hilmylepis nagatyi",0,0,2.42857142857143,5.10204081632653,2.42857142857143,5.10204081632653
"Huffmanela huffmani",0,0,3.11111111111111,4.80987654320988,2.67948717948718,4.52547666009205
"Hunterella nodulosa",0,0,4.33333333333333,5.55555555555555,4,6
"Hymenolepis abortiva",0,2,3.5,4.25,3.33333333333333,2.8
"Hymenolepis aequabilis",0,0,3.83333333333333,4.80555555555556,3.83333333333333,4.80555555555556
"Hymenolepis cantaniana",0,0,4.4,4.04,3.98333333333333,3.06638888888889
"Hymenolepis carioca",1,1,5.33333333333333,0.888888888888889,3.70909090909091,3.15173553719008
"Hymenolepis citelli",1,2,3.8562091503268,3.53487974710581,3.68840579710145,3.00435832808234
"Hymenolepis diminuta",1,6,4.45454545454545,3.30247933884297,3.66563595135024,2.47117326594312
"Hymenolepis nana",1,1,4.40659340659341,2.87863784567081,4.03753753753754,2.2853777200624
"Hymenolepis peromysci",0,0,4.26666666666667,4.59555555555556,4.26666666666667,4.59555555555556
"Hymenolepis tenerrima",0,2,6,0,4.66666666666667,3.55555555555556
"Hymenolepis vistulae",0,0,6,0,6,0
"Hyostrongylus rubidus",0,0,4,0,3.13333333333333,0.515555555555556
"Hysterothylacium aduncum",3,6,5.25294418842806,1.22429368710524,4.61057323953472,1.22493429329981
"Hysterothylacium analarum",0,0,3.66666666666667,5.88888888888889,4.66666666666667,3.55555555555556
"Hysterothylacium bidentatum",0,0,6,0,2.66666666666667,4.6031746031746
"Hysterothylacium haze",1,1,5.2,1.76,4.93333333333333,1.92888888888889
"Hystrichis tricolor",0,1,4.23809523809524,4.3718820861678,4.05714285714286,2.68244897959184
"Ibirhynchus dimorpha",0,0,5,2.33333333333333,5,2.33333333333333
"Joyeuxiella echinorhynchoides",0,0,3.71212121212121,1.26561065197429,3.40168067226891,0.969745074500388
"Joyeuxiella pasqualei",0,0,3.94285714285714,1.39673469387755,3.9963768115942,1.35143614786809
"Joyeuxilepis acanthorhyncha",0,0,4.33333333333333,4.22222222222222,4.33333333333333,4.22222222222222
"Joyeuxilepis decacantha",0,0,3.96842105263158,3.5990027700831,3.96842105263158,3.5990027700831
"Joyeuxilepis octacantha",0,0,4.66666666666667,3.55555555555556,4.66666666666667,3.55555555555556
"Khawia armeniaca",0,0,3.5,4.25,3.75,2.54464285714286
"Khawia baltica",0,0,6,0,4.66666666666667,3.55555555555556
"Khawia japonensis",0,0,4.66666666666667,3.55555555555556,4.8,2.56
"Khawia parva",0,0,3.5,6.25,3.66666666666667,6.22222222222222
"Khawia sinensis",0,1,4.33333333333333,4.22222222222222,4.13186813186813,3.74085255403937
"Labiostrongylus eugenii",0,0,1,NA,2.66666666666667,0.222222222222222
"Lacistorhynchus dollfusi",0,0,4.54545454545455,1.30853994490358,4.48351648351648,1.23873928269533
"Lacistorhynchus tenuis",0,2,5.4,1.70666666666667,4.47099930118798,0.885077897274145
"Lagochilascaris major",0,0,3.33333333333333,0.555555555555556,3.3,1.01
"Lagochilascaris minor",0,0,3.52727272727273,0.467438016528926,3.52727272727273,0.467438016528926
"Lagochilascaris sprenti",0,0,3.57142857142857,0.673469387755102,3.61111111111111,0.570987654320988
"Lateriporus clerci",0,0,3.83636363636364,1.91867768595041,3.31372549019608,1.95386389850058
"Lateriporus mathevossianae",0,0,4.33333333333333,4.55555555555556,4.66666666666667,2.22222222222222
"Lateriporus skrjabini",0,2,3,3.61111111111111,3.03809523809524,2.16045351473923
"Lateriporus teres",0,0,4.13888888888889,3.06404320987654,4.01515151515152,2.62098255280073
"Leidynema appendiculata",0,1,1,0,2.38888888888889,0.570987654320988
"Leptorhynchoides acanthidion",0,0,1.28571428571429,0.204081632653061,1.28571428571429,0.204081632653061
"Leptorhynchoides apoglyphicus",0,0,2.15384615384615,3.0276134122288,2.67857142857143,3.8609693877551
"Leptorhynchoides atlanteus",0,0,1.5,0.25,1.5,0.25
"Leptorhynchoides macrorchis",0,0,1.5,0.25,1.5,0.25
"Leptorhynchoides nebularosis",0,0,2.58333333333333,3.63194444444444,2.95238095238095,3.85487528344671
"Leptorhynchoides seminolus",0,0,1,0,1,0
"Leptorhynchoides thecatus",0,0,2.58333333333333,3.63194444444444,3.97202797202797,0.700383066816633
"Libyostrongylus douglassii",0,0,1,NA,1,NA
"Liga facile",0,0,6,0,6,0
"Ligula intestinalis",0,5,4.41411764705882,2.8653693194925,4.28511379331052,1.75165313813497
"Lineolepis scutigera",0,0,4.41818181818182,4.24330578512397,4.35164835164835,4.42579398623355
"Lueheia inscripta",0,0,4.66666666666667,1.33333333333333,4.66666666666667,1.33333333333333
"Macracanthorhynchus catulinus",0,7,4.56709956709957,1.55285695545436,4.5979797979798,1.88888480767269
"Macracanthorhynchus hirudinaceous",0,0,4.33333333333333,2.88888888888889,4.33333333333333,2.88888888888889
"Macracanthorhynchus ingens",2,2,4.86813186813187,1.8727206859075,4.68115942028986,1.55776097458517
"Mastophorus muris",0,3,4.69169960474308,1.8575200362449,4.34774774774775,2.22465708952195
"Mathevolepis skrjabini",0,0,4.33333333333333,5.55555555555555,2.51515151515152,5.28007346189164
"Mathevotaenia deserti",0,0,4.58333333333333,2.85416666666667,4.58333333333333,2.85416666666667
"Mathevotaenia symmetrica",0,1,4.4,2.55111111111111,4.4640522875817,2.6800803109915
"Maupasina weissi",0,0,6,0,6,0
"Mediorhynchus centurorum",0,0,6,0,4.66666666666667,3.55555555555556
"Mediorhynchus grandis",0,0,4.39285714285714,3.52423469387755,4.52777777777778,3.02700617283951
"Megalobatrachonema terdentatum",0,0,4.6,4.84,4.17857142857143,3.43239795918367
"Megathylacoides giganteum",0,0,3.96428571428571,3.82015306122449,3.75,3.96527777777778
"Mesidionema praecomasculatis",0,0,1,NA,1,NA
"Mesocestoides corti/variabilis/vogae",1,1,4.08374384236453,1.58904608216652,4.0978835978836,1.54861985946642
"Mesocestoides lineatus/litteratus",0,0,3.87272727272727,1.20198347107438,3.97777777777778,0.955061728395062
"Metacanthocephalus johnstoni",1,1,3.4,4.64,4.02105263157895,3.37850415512465
"Metaleptus rabuka",0,0,4,2,4,2
"Metastrongylus apri",2,2,4.51666666666667,2.71638888888889,4.51666666666667,2.71638888888889
"Metastrongylus pudendotectus",0,0,3.4,4.64,3.4,4.64
"Metastrongylus salmi",0,0,4.66666666666667,3.55555555555556,4.66666666666667,3.55555555555556
"Metroliasthes lucida",1,1,4.67857142857143,2.3609693877551,4.66666666666667,2.55555555555556
"Microcephaloides variabilis",0,0,4.2,4.16,4.2,4.16
"Micropleura indica",0,0,4.66666666666667,3.55555555555556,4.66666666666667,3.55555555555556
"Microsomacanthus albertensis",0,0,4.66666666666667,3.55555555555556,4.66666666666667,3.55555555555556
"Microsomacanthus compressa",0,2,4.76842105263158,3.66216066481994,4.75725900116144,3.31041478657693
"Microsomacanthus diorchis",0,0,5,2,5,2
"Microsomacanthus ductilis",0,0,4.26666666666667,4.46222222222222,3.21794871794872,3.939677843524
"Microsomacanthus hopkinsi",0,0,2.69444444444444,3.26774691358025,2.23809523809524,2.3718820861678
"Microsomacanthus microskrjabini",0,0,4.66666666666667,2.22222222222222,3.85714285714286,2.69387755102041
"Microsomacanthus paracompressa",1,1,4.83333333333333,3.20555555555556,4.88966318234611,3.13184436971299
"Microsomacanthus paramicrosoma",0,1,4.95555555555556,2.75358024691358,4.88571428571429,2.77224489795918
"Microsomacanthus paraparvula",0,0,2.85714285714286,3.40816326530612,3.16666666666667,3.08333333333333
"Microsomacanthus pusilla",0,0,4.33333333333333,5.55555555555555,4.33333333333333,5.55555555555555
"Microsomacanthus spinocirrosa",0,0,3,6,3,6
"Microsomacanthus spiralibursata",0,0,5,2.75,4.84415584415584,3.17917580255243
"Microsomacanthus trombidacantha",0,0,6,0,6,0
"Microsomacanthus tuvensis",0,0,3.22222222222222,4.43950617283951,3.06060606060606,3.90541781450872
"Microtetrameres centuri",0,0,4.3,2.61,4.3,2.61
"Microtetrameres corax",0,2,5,2.33333333333333,4.8,2.02666666666667
"Microtetrameres helix",0,1,4.9,2.49,4.8,2.96
"Microtetrameres inermis",1,2,4.21428571428571,3.02551020408163,3.3994708994709,1.44095210100501
"Molineus barbatus",0,0,3,0,2.8,0.232727272727273
"Molluscotaenia crassiscolex",0,0,4.27777777777778,3.31172839506173,4.24242424242424,3.75941230486685
"Molluscotaenia estavarensis",0,0,6,0,6,0
"Moniezia benedeni",1,1,4.42307692307692,3.14151873767258,4.01282051282051,3.19983563445102
"Moniezia expansa",2,7,4.36601307189542,3.25165534623435,4.16428571428571,3.05937384044527
"Moniliformis clarki",0,1,3.52564102564103,2.65959894806049,3.29347826086957,1.75082703213611
"Moniliformis moniliformis",0,10,4.8,2.56,4.68815628815629,2.0622162588463
"Monobothrium hunteri",0,0,3.5,6.25,3.3,5.01
"Monobothrium ingens",0,0,4.06666666666667,4.32888888888889,4.06666666666667,4.32888888888889
"Monobothrium ulmeri",0,0,3.13333333333333,4.24888888888889,3.13333333333333,4.24888888888889
"Monoecocestus sigmodontis",1,1,4.2,2.16,4.2,2.16
"Monoecocestus sp.",0,0,3.55555555555556,1.5358024691358,3.94545454545455,2.08793388429752
"Mosgovoyia pectinata",0,0,2.66666666666667,4.58119658119658,2.39705882352941,3.87175605536332
"Muellerius capillaris",7,9,3.54734848484848,1.66063690886134,3.93779342723005,2.37367337829796
"Multitesticulata filamentosa",0,0,1,0,2.33333333333333,0.888888888888889
"Muspicea borreli",0,0,1,NA,1,NA
"Nematodiroides zembrae",0,0,1,NA,2,0
"Nematodirus abnormalis",0,0,2,0,2.59340659340659,0.636879603912571
"Nematodirus battus",0,0,4,0,2.93333333333333,0.728888888888889
"Nematodirus filicollis",0,0,2,0,2.6304347826087,0.493856332703214
"Nematodirus helvetianus",0,0,1,NA,2.67028985507246,0.438392669607225
"Nematodirus spathiger",0,1,3.33333333333333,0.555555555555556,3.12807881773399,1.0968963090587
"Nematoparataenia southwelli",0,0,4.66666666666667,3.55555555555556,4.2,4.96
"Neocamallanus ophiocephali",0,0,5,1.8,5,1.8
"Neocamallanus singhi",0,0,3.9,4.29,3.9,4.29
"Neoctenotaenia ctenoides",1,1,4.4,4.04,4.4,4.04
"Neoechinorhynchus cristatus",0,0,3.5,6.25,3.76190476190476,2.84807256235828
"Neoechinorhynchus cylindratus",0,0,3.30909090909091,4.50446280991736,3.86890756302521,1.49878115952263
"Neoechinorhynchus emydis",0,0,4.5,5.25,3.57777777777778,3.79950617283951
"Neoechinorhynchus rutili",0,1,4.49090909090909,3.37719008264463,3.7578431372549,1.09724240676663
"Neoechinorhynchus saginatus",0,0,4.33333333333333,5.55555555555555,3.55882352941176,1.70242214532872
"Neogryporhynchus cheilancristrotus",0,0,4.04444444444444,3.10913580246914,3.83333333333333,2.03743961352657
"Neoskrjabinolepis schaldybini",1,1,3.5,6.25,2.14102564102564,2.91600920447074
"Neostrongylus linearis",0,0,3.54166666666667,2.28159722222222,3.26576576576577,2.32726645564483
"Nesolecithus africanus",0,0,6,0,6,0
"Nippotaenia mogurndae",0,0,4,8,4.66666666666667,3.55555555555556
"Nybelinia surmenicola",0,3,5.16363636363636,1.91867768595041,4.08756979136056,1.82777084988967
"Obeliscoides cuniculi cuniculi",0,0,3.3,0.81,3.3,0.81
"Obeliscoides cuniculi multistriatus",0,0,3,1,3,1
"Octospinifer macilentis",0,0,6,0,6,0
"Octospiniferoides chandleri",0,0,4.5,4.05,4.73333333333333,2.06222222222222
"Oesophagostomum asperum",0,1,1,NA,2.61111111111111,0.29320987654321
"Oesophagostomum bifurcum",0,0,2.26666666666667,0.328888888888889,1.98484848484848,0.348255280073462
"Oesophagostomum columbianum",0,0,1,NA,2.40952380952381,0.498956916099773
"Oesophagostomum dentatum",0,0,1,NA,2.66666666666667,0.222222222222222
"Oesophagostomum kansuensis",0,0,1,NA,1,NA
"Oesophagostomum quadrispinulatum",0,0,1,NA,1,NA
"Oesophagostomum radiatum",0,0,1,NA,2.42105263157895,0.313942751615882
"Oesophagostomum venulosum",0,0,2,0,2.59057971014493,0.299766330602815
"Ohbayashinema erbaevae",0,0,1,0,1,0
"Oligacanthorhynchus tortuosa",0,0,4.66666666666667,3.55555555555556,3.8,3.22666666666667
"Ollulanus tricuspis",0,0,2.82142857142857,0.718112244897959,2.72222222222222,0.756172839506173
"Onchobothrium antarcticum",0,2,3.66666666666667,2.22222222222222,3.16615384615385,1.29546982248521
"Onchocamallanus bagarii",0,0,4.66666666666667,3.55555555555556,4.66666666666667,3.55555555555556
"Oncicola pomatostomi",1,1,3.73856209150327,1.0558332265368,3.37632135306554,0.699819871362228
"Oncicola venezuelensis",0,0,4.7,2.81,4.7,2.81
"Oochoristica anolis",0,0,3.5,6.25,3,6
"Oochoristica javaensis",0,0,2.69230769230769,2.19103972950127,2.69230769230769,2.19103972950127
"Oochoristica osheroffi",0,0,4.27777777777778,3.36728395061728,4.22222222222222,3.10617283950617
"Oochoristica scelopori",0,0,2.06593406593407,2.78686149015819,2.30666666666667,1.88595555555556
"Oochoristica vacuolata",1,1,4.38181818181818,3.07239669421488,4.38181818181818,3.07239669421488
"Ophidascaris baylisi",0,0,5,0,4,2
"Ophidascaris labiatopapillosa",4,4,3.2,1.89333333333333,3.10714285714286,1.45280612244898
"Ophidascaris moreliae",0,0,4.04444444444444,1.50913580246914,3.92307692307692,1.78895463510848
"Ophidascaris pyrrhus",0,0,2.45584045584046,0.322124008733695,2.45584045584046,0.322124008733695
"Ophidascaris trichuriformis",1,2,2.89393939393939,2.24632690541781,2.82051282051282,2.17291255752794
"Ophiotaenia europaea",0,0,4.71428571428571,2.10884353741497,4.55,2.41416666666667
"Ophiotaenia filaroides",0,2,4,8,6,0
"Ophiotaenia gracilis",2,2,1,NA,1,NA
"Ophiotaenia monnigi",0,0,4.83333333333333,2.80555555555556,4.83333333333333,2.80555555555556
"Ophiotaenia perspicua",1,1,4.24444444444444,3.87358024691358,4.04545454545455,3.80096418732782
"Ophiotaenia ranae",0,0,6,0,6,0
"Ophiotaenia saphena",2,2,4.66666666666667,3.55555555555556,4.66666666666667,3.55555555555556
"Ophryocotyle insignis",0,1,4.16666666666667,3.80555555555556,3.9,3.29
"Ophryocotyle proteus",0,1,3.52380952380952,3.29705215419501,3.17142857142857,1.78013605442177
"Ornithostrongylus quadriradiatus",0,0,2,0,2.47619047619048,1.01133786848073
"Oslerus osleri",0,0,1.1,0.69,1.5,0.25
"Oslerus rostratus",1,1,4.82051282051282,1.76265614727153,4.82051282051282,1.76265614727153
"Ostertagia ostertagi",0,0,2,0,2.60645161290323,0.466625043357614
"Oswaldocruzia filiformis",1,2,4,1.03030303030303,3.92941176470588,1.65552150271873
"Otostrongylus circumlitus",2,2,3.61111111111111,2.1820987654321,3.96153846153846,2.60108481262327
"Oxyspirura mansoni",1,2,3.55555555555556,2.52469135802469,3.68888888888889,2.16987654320988
"Oxyuris equi",0,0,1,NA,2.39285714285714,2.23852040816327
"Pallisentis nagpurensis",0,0,3.95238095238095,2.90249433106576,3.6,2.45818181818182
"Parabisaccanthes philactes",0,1,3.6,3.84,4.34065934065934,3.63120396087429
"Paracamallanus cyathopharynx",0,0,4.33333333333333,5.55555555555555,3.64285714285714,2.58673469387755
"Paracamallanus sweeti",0,0,4.66666666666667,1.93650793650794,4.34545454545455,1.93520661157025
"Paracapillaria philippinensis",0,0,4.43333333333333,0.812222222222222,4.38011695906433,0.773639752402449
"Parachristianella monomegacantha",2,4,5.66666666666667,0.222222222222222,4.13636363636364,2.14807162534435
"Paracuaria adunca",1,1,4.96732026143791,1.53487974710581,4.37593984962406,1.82984717432679
"Paradilepis caballeroi",0,0,4.16666666666667,2.13888888888889,4.1,1.69
"Paradilepis scolecina",0,0,3.39393939393939,2.63269054178145,3.20443349753695,2.25131039336067
"Parafilaroides decorus",0,0,4,2,3.4,1.44
"Parafilaroides gymnurus",2,2,3.9,1.89,4.6,2.24
"Paranoplocephala macrocephala",0,0,4.07272727272727,4.24925619834711,3.75824175824176,4.27122328221229
"Paranoplocephala omphalodes",0,4,3.11111111111111,5.4320987654321,2.81159420289855,2.09880277252678
"Paraorygmatobothrium sp. 2",0,0,5,0,5,0
"Paraorygmatobothrium sp. 3",0,0,3.9,2.29,3.9,2.29
"Paraquimperia tenerrima",0,0,4,0,3.4,1.04
"Parascaris equorum",0,0,1,0,2.69444444444444,4.43441358024691
"Parasciurotaenia ryjikovi",0,0,4.6,3.24,4.6,3.24
"Paraspiralatus sakeri",0,0,4.71428571428571,1.3469387755102,4.71428571428571,1.3469387755102
"Paratenuisentis ambiguus",0,0,4.33333333333333,5.55555555555555,4.48333333333333,1.43305555555556
"Parelaphostrongylus andersoni",0,0,3.96428571428571,4.89158163265306,3.96428571428571,4.89158163265306
"Parelaphostrongylus odocoilei",0,0,4.34848484848485,2.71189164370983,4.37362637362637,2.73952421205168
"Parelaphostrongylus tenuis",1,2,4.08771929824561,2.71160357032933,4.46952104499274,2.49435405216959
"Paricterotaenia paradoxa",0,0,5,2,4.33333333333333,2.88888888888889
"Paricterotaenia porosa",0,1,3.77777777777778,5.72839506172839,3.8102766798419,4.05886672186724
"Paruterina candelabraria",0,1,3.88571428571429,1.60598639455782,3.69047619047619,1.85181405895692
"Paruterina rauschi",0,0,3.93333333333333,1.92888888888889,3.80555555555556,1.98996913580247
"Parvitaenia cochlearii",1,1,4.10714285714286,1.38137755102041,4.10714285714286,1.38137755102041
"Passalurus ambiguus",0,0,1.83333333333333,0.138888888888889,2.39047619047619,1.68562358276644
"Passerilepis serpentulus",1,1,3.17948717948718,2.24983563445102,3.17948717948718,2.24983563445102
"Passerilepis stylosa",1,1,3.9047619047619,4.27664399092971,3.34615384615385,3.04684418145957
"Paulisentis fractus",0,0,6,0,6,0
"Paulisentis missouriensis",0,0,4,8,6,0
"Pearsonema mucronata",0,0,2.95238095238095,3.85487528344671,2.78571428571429,3.5969387755102
"Pearsonema plica",0,0,4.08888888888889,3.5920987654321,3.79120879120879,3.11025238497766
"Pediobothrium sp.",0,0,4.66666666666667,0.222222222222222,4.66666666666667,0.222222222222222
"Pharurus pallasii",0,0,4.66666666666667,0.222222222222222,4.66666666666667,0.222222222222222
